reason,mob_name,item_name,resolved_mob_ids,resolved_item_ids,note
mob_missing,Sundiver Umayyad,"DV-RS-X3 ""Guardian"" Mk. VIII",,2349,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Sundiver Umayyad,Mangonel Chemical Missile,,605,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Sundiver Umayyad,Mangonel Plasma Missile,,606,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Sundiver Umayyad,Mangonel Tria,,2784,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Sundiver Umayyad,No 1 Most Value PL Type Zet,,3157,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Sundiver Umayyad,Sun Diver Slop Type 3,,5739,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Sundiver Umayyad,Sun Diver Slop Type 4,,5740,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Sundiver Umayyad,Value Chemical Bullet,,719,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Sundiver Umayyad,Value Impact Bullet,,720,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Sundiver Umayyad,Value Plasma Bullet,,721,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Tang Kai Heng,Tang's Alacrity,,6471,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Tang Kai Heng,Tang's Vigor,,6470,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Ten'Shao Takauji,Wrath of the Kokura,,1000,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Ten'shao Nagato,Corona Australis Major PR 7,,2293,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Ten'shao Nagato,Corona Borealis Major IPSS 7,,2294,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Ten'sho Kengi,Corona Borealis Major IPSS 8,,2397,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Ten-Gu ?,Brimstone Hades PSC-XP,,1681,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Ten-Gu Blightr,Brimstone Elixir,,1677,mob name not in mob_base -- needs a Phase Y6 mob_base row
item_missing,Terrible Gazer,Broken Oxygen Pump,1427,,item name not in item_base -- needs a Phase Y7 item_base row
mob_missing,The Wrangler,Focus of the Hunter,,6412,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,The Wrangler,Most Barbed Harpoon Laser O5,,6416,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Trader Joe,InfinitiCorp ExecReport Cy864,,5553,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,"Unknown, please update if found",Ten-Gu Cranium,,1736,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Uth'ach-Ti,Bulwark of the Reaver,,3771,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,V'rix ''(suspected)'',1M1HS1NG2R,,1160,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,V'rix ''(suspected)'',V'rix Modified Coyote,,922,mob name not in mob_base -- needs a Phase Y6 mob_base row
item_missing,V'rix Malakia,V'rix Proposal,1503,,item name not in item_base -- needs a Phase Y7 item_base row
mob_missing,Vicious Ten-Gu Flayer,Brimstone Elixir,,1677,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,"Vindis Drone Generation 2, 3",CE3K Dielectric Plate,,1627,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,"Vindis Drone Generation 2,3",Athanor Immortal Shell Casing,,1621,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,"Vindis Drone Generation 2,3",Athanor Luna,,1622,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,"Vindis Drone Generation 2,3",Longbow Prime,,3115,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Vindis Drones,Half-Eaten Terran Space Suit,,5964,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Wandering Juonna,Wanderer,,2528,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Wizened Scuttlebug,Manifesto Epilogue,,3975,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Womb Feeder,Animal Tooth,,5969,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Womb Feeder,Fiberous Tumor,,5968,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Womb Protector,Animal Tooth,,5969,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Womb Protector,Fiberous Tumor,,5968,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Xax,Alien Appendage,,5974,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Xax,Black Razor,,1125,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Xax,Brimstone Alchemist,,1673,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Xax,Cygnus NGC 9,,3347,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Xax,Golden Dragon Laser San,,1168,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Xax,Vibrant Barrier,,2176,mob name not in mob_base -- needs a Phase Y6 mob_base row
item_missing,Xiphoid Lancet,Basic Eye Stalk,1564,,item name not in item_base -- needs a Phase Y7 item_base row
mob_missing,Ya Zi Long,Athanor Astral Mounts,,1666,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Ya Zi Long,Augustus IX,,3350,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Ya Zi Long,BlackBox CoreCage IV,,5200,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Ya Zi Long,CE3K X93 Relay,,1689,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Ya Zi Long,Diamond Scale,,3800,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Ya Zi Long,Hunting Hawk,,2646,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Ya Zi Long,Tactical Computer Nine,,6456,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Ya Zi Long,Ya Zi Long's Hellbore,,6452,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Zenrei Tempest Guardian,Zenrei Cannon,,3177,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Zenrei Tempest Guardian,Zenrei Force Matrix,,3767,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Zenrei Tempest Guardian,Zenrei Force Projector,,2367,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Zenshai,Amazing Shield Model Z,,3744,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Zenshai,Eagle Wing L6,,2148,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Zenshai,Yttrium,,3825,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Zenshai ??,"DV-PSI-X1 ""Profiler"" Mk. IV",,1991,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Zenshai Dreamer,Draco UGC 5,,3259,mob name not in mob_base -- needs a Phase Y6 mob_base row
item_missing,Zenshai EM Dozer,Disintegrated Zenshai Fragments,1597,,item name not in item_base -- needs a Phase Y7 item_base row
item_missing,Zenshai EM Dreamer,Disintegrated Zenshai Fragments,1598,,item name not in item_base -- needs a Phase Y7 item_base row
item_missing,Zenshai Messiah,Disintegrated Zenshai Fragments,1611,,item name not in item_base -- needs a Phase Y7 item_base row
mob_missing,Zenshai Plasma Dowser,Crushed Zenshai Fragments,,5749,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Zenshai Plasma Dowser,Drone System,,5699,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Zenshai Plasma Dowser,Eagle Wing L5,,2062,mob name not in mob_base -- needs a Phase Y6 mob_base row
item_missing,Zenshai Plasma Dozer,Disintegrated Zenshai Fragments,1613,,item name not in item_base -- needs a Phase Y7 item_base row
mob_missing,Zenth'ren-Ti the Dark One,Devastating Gaze,,1161,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Zenth'ren-Ti the Dark One,Eye of the Dark One,,1174,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Zzixix,Power of the Elements,,2087,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Zzixix,The Privateer's Sickle,,6990,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,[[Grupta the Sander ]]|| 36 ||This mob's name is reported on Named Mobs . Has two CL35 Faceted Amethyst Titans as wingmen.,Crystal Force Emitter,,2177,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,a type of drone,Flash Tube,,1213,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,sum kinda drone,Washboard,,3815,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,unknown mob,"CE-X4 ""Breton"" Mk. IV",,2555,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,unknown mob,DV-WP-X5 ''Roadrunner Plus'' Mk. IX,,2455,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,unknown mob,"DV-WR-X4 ""Lazarus"" Mk. IX",,2450,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,unknown mob,"DV-WS-X2 ""Roadrunner"" Mk. IV",,1993,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,unknown mob,"DV-WS-X3 ""Roadrunner"" Mk. VI",,2166,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,unknown mob,"DV-WS-X4 ""Roadrunner"" Mk. VII",,2255,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,unknown mob,"DV-WS-X4 ""Roadrunner"" Mk. VIII",,2356,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,unknown mob,Harpy's Dread Gorge,,2419,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,unknown mob,Pegasus UGC 4,,2552,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,unknown mob,Yokozuna Sumo Shield M9,,3810,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,unknown yet,V'rix Modified Kama Plasma Ammo,,5085,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,various Ten-gu,Ten-Gu Rib,,1740,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,various waves of Mordana ships,Nova Lance,,1146,mob name not in mob_base -- needs a Phase Y6 mob_base row
